page,section,current_file,media_type,dimensions,weight_kb,related_text,what_text_claims,what_media_shows,correspondence_0_5,deception_risk,technical_quality,repetition_count,distinct_contexts,needs_replacement,required_source,stock_allowed,real_media_required,recommended_action,issue_codes,origin,languages
agents-list.html,cs_gray2_bg [img],assets/img/team-img-2.jpg,image,504x585,66,Sarah Mitchell Property Consultant (555) 345-6789 sarah@xaruhome.com,Sarah Mitchell,Retrato de estudio de una mujer (modelo de stock).,0,crítico,Baja resolucion para retina (504x585),8,2,sí,Retratos corporativos reales del equipo XARU + cesion de imagen firmada,no,sí,"RETIRAR de inmediato. Un rostro de stock presentado como persona nombrada de XARU (agente, cliente o autor) es suplantacion.",DUPLICATED_MEDIA|GENERIC_STOCK|LICENSE_NOT_DOCUMENTED|LOW_RESOLUTION|MISLEADING_ALT|MODEL_RELEASE_REVIEW|REAL_MEDIA_REQUIRED|WRONG_SUBJECT,Stock de plantilla comercial Xproperty - procedencia no documentada,en|es|ar|zh
agents-list.html,cs_gray2_bg [img],assets/img/team-img-3.jpg,image,504x585,98,James Thompson Client Relations Manager (555) 456-7890 james@xaruhome.com,James Thompson,Retrato de estudio de un hombre (modelo de stock).,0,crítico,Baja resolucion para retina (504x585),8,2,sí,Retratos corporativos reales del equipo XARU + cesion de imagen firmada,no,sí,"RETIRAR de inmediato. Un rostro de stock presentado como persona nombrada de XARU (agente, cliente o autor) es suplantacion.",DUPLICATED_MEDIA|GENERIC_STOCK|LICENSE_NOT_DOCUMENTED|LOW_RESOLUTION|MISLEADING_ALT|MODEL_RELEASE_REVIEW|REAL_MEDIA_REQUIRED|WRONG_SUBJECT,Stock de plantilla comercial Xproperty - procedencia no documentada,en|es|ar|zh
agents-list.html,cs_gray2_bg [img],assets/img/team-img-4.jpg,image,504x585,192,Emily Davis Real Estate Broker (555) 567-8901 emily@xaruhome.com,Emily Davis,Retrato de estudio de una mujer (modelo de stock).,0,crítico,Baja resolucion para retina (504x585),8,2,sí,Retratos corporativos reales del equipo XARU + cesion de imagen firmada,no,sí,"RETIRAR de inmediato. Un rostro de stock presentado como persona nombrada de XARU (agente, cliente o autor) es suplantacion.",DUPLICATED_MEDIA|GENERIC_STOCK|LICENSE_NOT_DOCUMENTED|LOW_RESOLUTION|MISLEADING_ALT|MODEL_RELEASE_REVIEW|REAL_MEDIA_REQUIRED|WRONG_SUBJECT,Stock de plantilla comercial Xproperty - procedencia no documentada,en|es|ar|zh
agents-list.html,cs_gray2_bg [img],assets/img/team-img-5.jpg,image,504x585,74,Daria Pimkina Real Estate Agent (555) 767-8901 pimkina@xaruhome.com,Daria Pimkina,Retrato de estudio (modelo de stock) reutilizado como agente y como avatar de panel.,0,crítico,Baja resolucion para retina (504x585),12,3,sí,Retratos corporativos reales del equipo XARU + cesion de imagen firmada,no,sí,"RETIRAR de inmediato. Un rostro de stock presentado como persona nombrada de XARU (agente, cliente o autor) es suplantacion.",DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|GENERIC_STOCK|LICENSE_NOT_DOCUMENTED|LOW_RESOLUTION|MISLEADING_ALT|MODEL_RELEASE_REVIEW|REAL_MEDIA_REQUIRED|WRONG_SUBJECT,Stock de plantilla comercial Xproperty - procedencia no documentada,en|es|ar|zh
agents-list.html,cs_gray2_bg [img],assets/img/team-img-6.jpg,image,504x585,51,Caleb Thornton Real Estate Agent (555) 769-8901 thornton@xaruhome.com,Caleb Thornton,Retrato de estudio (modelo de stock).,0,crítico,Baja resolucion para retina (504x585),4,1,sí,Retratos corporativos reales del equipo XARU + cesion de imagen firmada,no,sí,"RETIRAR de inmediato. Un rostro de stock presentado como persona nombrada de XARU (agente, cliente o autor) es suplantacion.",GENERIC_STOCK|LICENSE_NOT_DOCUMENTED|LOW_RESOLUTION|MISLEADING_ALT|MODEL_RELEASE_REVIEW|REAL_MEDIA_REQUIRED|WRONG_SUBJECT,Stock de plantilla comercial Xproperty - procedencia no documentada,en|es|ar|zh
blog-details.html,(root) [img],assets/img/post-author.jpg,image,150x150,22,"Ahon Bentham Hi, my name is Ahon Bentham. With years of experience in the real estate industry, is passionate about helping families find their perfect home.",Ahon Bentham,Retrato 150x150 de stock usado como autor de blog.,0,crítico,Baja resolucion para retina (150x150),4,1,sí,Retratos corporativos reales del equipo XARU + cesion de imagen firmada,no,sí,"RETIRAR de inmediato. Un rostro de stock presentado como persona nombrada de XARU (agente, cliente o autor) es suplantacion.",GENERIC_STOCK|LICENSE_NOT_DOCUMENTED|LOW_RESOLUTION|MISLEADING_ALT|MODEL_RELEASE_REVIEW|REAL_MEDIA_REQUIRED|WRONG_SUBJECT,Stock de plantilla comercial Xproperty - procedencia no documentada,en|es|ar|zh
capital/deal-room/index.html,teasers [style-bg],assets/img/xaru/gen2/13_investment_bg.jpg,background,1920x1080,321,"Off-market Seeking buyer Confidential Portfolio — Private Market Undisclosed A sizeable off-market position, released only through the Private Deal Room. Undisclosed View details",Confidential Portfolio — Private Market,Skyline de distrito financiero al anochecer con grua de obra. Fondo decorativo corporativo.,0,crítico,"OK (1920x1080, 321 KB)",92,14,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
company/index.html,projects [style-bg],assets/img/xaru/gen2/06_masterplan_ashima.jpg,background,1920x1080,458,"Signature case — master development, in structuring ASHIMA — Ancestral Odyssey · Oaxaca, México A territorial project conceived as a destination: coastal territory, phased master plan, its own cultural and ecological nar","ASHIMA — Ancestral Odyssey · Oaxaca, México","Colinas de selva que bajan a una playa dorada con oleaje. Sin masterplan, sin trazado, sin arquitectura, sin marcador de Oaxaca.",0,crítico,"OK (1920x1080, 458 KB)",64,11,sí,Masterplan y renders oficiales de ASHIMA (rotulados RENDER) o fotografia de la obra ejecutada,no,sí,"RETIRAR. ASHIMA es un proyecto nombrado: exige masterplan/render firmado y rotulado como render, o fotografia de obra real.",DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|PERFORMANCE_RISK|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
contact.html,(root) [img],assets/img/city-dubai.jpg,image,456x550,116,Feel Free to Send Us Your Query Submit Request,Feel Free to Send Us Your Query,Vista urbana vertical de Dubai (Burj/marina).,0,crítico,Baja resolucion para retina (456x550),12,3,sí,Cartografia/orto real de la localizacion declarada del activo,no,sí,RETIRAR. Se presenta Dubai como localizacion de fichas cuya direccion declarada no es Dubai.,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|GENERIC_STOCK|LICENSE_NOT_DOCUMENTED|LOCATION_RELEASE_REVIEW|LOW_RESOLUTION|MISLEADING_ALT|REAL_MEDIA_REQUIRED|WRONG_SUBJECT,Stock de plantilla comercial Xproperty - procedencia no documentada,en|es|ar|zh
developments/land-master-developments/index.html,(head) [meta:og:image],assets/img/xaru/gen2/06_masterplan_ashima.jpg,meta-card,1920x1080,458,,(bloque sin titulo),"Colinas de selva que bajan a una playa dorada con oleaje. Sin masterplan, sin trazado, sin arquitectura, sin marcador de Oaxaca.",0,crítico,"OK (1920x1080, 458 KB)",64,11,sí,Masterplan y renders oficiales de ASHIMA (rotulados RENDER) o fotografia de la obra ejecutada,no,sí,"RETIRAR. ASHIMA es un proyecto nombrado: exige masterplan/render firmado y rotulado como render, o fotografia de obra real.",DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|PERFORMANCE_RISK|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
developments/land-master-developments/index.html,(head) [meta:twitter:image],assets/img/xaru/gen2/06_masterplan_ashima.jpg,meta-card,1920x1080,458,,(bloque sin titulo),"Colinas de selva que bajan a una playa dorada con oleaje. Sin masterplan, sin trazado, sin arquitectura, sin marcador de Oaxaca.",0,crítico,"OK (1920x1080, 458 KB)",64,11,sí,Masterplan y renders oficiales de ASHIMA (rotulados RENDER) o fotografia de la obra ejecutada,no,sí,"RETIRAR. ASHIMA es un proyecto nombrado: exige masterplan/render firmado y rotulado como render, o fotografia de obra real.",DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|PERFORMANCE_RISK|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
developments/land-master-developments/index.html,cs_gray2_bg [style-bg],assets/img/xaru/gen2/03_land_mega.jpg,background,1920x1080,582,Development-ready Seeking developer,"Territorial Land Holding, 11M+ m²",Duna/matorral costero arido con pistas de tierra vistas desde el aire. No muestra 11.000.000 m2 ni linderos ni cantera alguna.,0,crítico,"OK (1920x1080, 582 KB)",116,16,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|PERFORMANCE_RISK|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
developments/land-master-developments/index.html,cs_gray2_bg [style-bg],assets/img/xaru/gen2/06_masterplan_ashima.jpg,background,1920x1080,458,In validation Seeking capital,ASHIMA — Signature Master Development,"Colinas de selva que bajan a una playa dorada con oleaje. Sin masterplan, sin trazado, sin arquitectura, sin marcador de Oaxaca.",0,crítico,"OK (1920x1080, 458 KB)",64,11,sí,Masterplan y renders oficiales de ASHIMA (rotulados RENDER) o fotografia de la obra ejecutada,no,sí,"RETIRAR. ASHIMA es un proyecto nombrado: exige masterplan/render firmado y rotulado como render, o fotografia de obra real.",DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|PERFORMANCE_RISK|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
developments/land-master-developments/index.html,cs_gray2_bg [style-bg],assets/img/xaru/gen2/13_investment_bg.jpg,background,1920x1080,321,"Off-market Seeking buyer Confidential Portfolio — Private Market Undisclosed A sizeable off-market position, released only through the Private Deal Room. Undisclosed View details",Confidential Portfolio — Private Market,Skyline de distrito financiero al anochecer con grua de obra. Fondo decorativo corporativo.,0,crítico,"OK (1920x1080, 321 KB)",92,14,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
developments/land-master-developments/index.html,cs_gray2_bg [style-bg],assets/img/xaru/gen2/03_land_mega.jpg,background,1920x1080,582,In validation Seeking buyer,Quarry Licence & Aggregates Production,Duna/matorral costero arido con pistas de tierra vistas desde el aire. No muestra 11.000.000 m2 ni linderos ni cantera alguna.,0,crítico,"OK (1920x1080, 582 KB)",116,16,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|PERFORMANCE_RISK|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
developments/land-master-developments/index.html,cs_page_header [data-src-bg],assets/img/xaru/gen2/06_masterplan_ashima.jpg,background,1920x1080,458,Developments Land & Master Developments Home Developments Land & Master Developments,Land & Master Developments,"Colinas de selva que bajan a una playa dorada con oleaje. Sin masterplan, sin trazado, sin arquitectura, sin marcador de Oaxaca.",0,crítico,"OK (1920x1080, 458 KB)",64,11,sí,Masterplan y renders oficiales de ASHIMA (rotulados RENDER) o fotografia de la obra ejecutada,no,sí,"RETIRAR. ASHIMA es un proyecto nombrado: exige masterplan/render firmado y rotulado como render, o fotografia de obra real.",DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|PERFORMANCE_RISK|POOR_MOBILE_CROP|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
index.html,featured [style-bg],assets/img/xaru/gen2/02_island_rd.jpg,background,1920x1080,414,"Exclusive mandate Private Island, Samaná Bay Samaná Bay · Dominican Republic Private island / beachfront Price upon application View details","Private Island, Samaná Bay","Islote tropical aereo con palmeras, arrecife turquesa y pequeno embarcadero. Generico caribeno; no corresponde a ninguna parcela titulada verificable.",0,crítico,"OK (1920x1080, 414 KB)",44,8,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|PERFORMANCE_RISK|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
index.html,featured [style-bg],assets/img/xaru/gen2/07_villa_dubai.jpg,background,900x506,91,"Available Signature Villa, Dubai Dubai · United Arab Emirates 7 bedrooms · Contemporary villa AED 95,000,000 View details","Signature Villa, Dubai",Villa contemporanea sobre arena blanca con skyline lejano tipo Dubai. Generica; no es una villa concreta de Palm Jumeirah.,0,crítico,Insuficiente para fondo a ancho completo (900x506),72,13,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|LOW_RESOLUTION|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
index.html,featured [style-bg],assets/img/xaru/gen2/08_penthouse_london.jpg,background,900x506,110,"Exclusive mandate Penthouse, Central London London · United Kingdom 4 bedrooms · Penthouse / branded residence Price upon application View details","Penthouse, Central London",Terraza con sofas y olivos frente a un skyline con puente tipo Tower Bridge. Exterior generico; no hay interior ni atico real.,0,crítico,Insuficiente para fondo a ancho completo (900x506),92,17,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|LOW_RESOLUTION|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
index.html,featured [style-bg],assets/img/xaru/gen2/09_villa_como.jpg,background,900x506,126,"Off-market Lakefront Estate, Lake Como Lake Como · Italy 8 bedrooms · Historic estate Price upon application View details","Lakefront Estate, Lake Como",Villa clasica lacustre con lancha de madera y montanas. Evoca Como; no corresponde a una finca concreta.,0,crítico,Insuficiente para fondo a ancho completo (900x506),108,19,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|LOW_RESOLUTION|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
index.html,featured [style-bg],assets/img/xaru/gen2/10_casa_tulum.jpg,background,900x506,167,"Available Beachfront Residence, Tulum Tulum · Mexico 5 bedrooms · Contemporary beachfront USD 6,900,000 View details","Beachfront Residence, Tulum","Casa pequena de hormigon y madera en selva densa. Sin playa, sin frente de mar, sin identidad de propiedad.",0,crítico,Insuficiente para fondo a ancho completo (900x506),144,28,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|LOW_RESOLUTION|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
index.html,featured [style-bg],assets/img/xaru/gen2/11_villa_marbella.jpg,background,900x506,92,"Under negotiation Villa, Marbella Golden Mile Marbella · Spain 6 bedrooms · Mediterranean villa EUR 18,500,000 View details","Villa, Marbella Golden Mile",Villa blanca moderna con piscina infinita sobre el mar. Generica mediterranea; no es Sierra Blanca ni la Milla de Oro.,0,crítico,Insuficiente para fondo a ancho completo (900x506),44,8,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|LOW_RESOLUTION|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
index.html,featured [style-bg],assets/img/xaru/gen2/05_hotel_project.jpg,background,1920x1080,502,Operational Operating Boutique Hotel Riviera Maya · Mexico 88 keys · Operational Price upon application View details,Operating Boutique Hotel,Hotel contemporaneo de piedra y vidrio sobre acantilado oceanico con terrazas y piscina. NO es un hotel urbano ni un edificio parado.,0,crítico,"OK (1920x1080, 502 KB)",116,18,sí,Reportaje fotografico del activo real + autorizacion del titular (property release) + ficha de procedencia,no,sí,RETIRAR el medio actual y sustituir por material fotografico/documental autentico del activo (o retirar la ficha hasta disponer de el).,DECORATIVE_MEDIA_OVERUSE|DUPLICATED_MEDIA|PERFORMANCE_RISK|POSSIBLE_AI_MEDIA|REAL_MEDIA_REQUIRED|TEXT_MEDIA_MISMATCH|UNVERIFIED_ASSET_MEDIA|WRONG_SUBJECT,IA generada (Magnific / Seedream) - CONFIRMADO,en|es|ar|zh
